,Geo,Time_period,Passengers_count,Norm_2019
1117,LT,2019-Q2,1330000.0,100.0
1118,LT,2019-Q3,1287000.0,96.76691729323308
1119,LT,2019-Q4,1173000.0,88.19548872180451
1120,LT,2020-Q1,988000.0,74.28571428571429
1121,LT,2020-Q2,573000.0,43.08270676691729
1122,LT,2020-Q3,1020000.0,76.69172932330827
1123,LT,2020-Q4,656000.0,49.32330827067669
1124,LT,2021-Q1,519000.0,39.02255639097744
1125,LT,2021-Q2,1046000.0,78.64661654135338
1126,LT,2021-Q3,1204000.0,90.52631578947368
1127,LT,2021-Q4,1179000.0,88.64661654135338
1128,LT,2022-Q1,925000.0,69.54887218045113
1129,LT,2022-Q2,1195000.0,89.84962406015038
1130,LT,2022-Q3,1292000.0,97.14285714285714
1131,LT,2022-Q4,1052000.0,79.09774436090225
1132,LT,2023-Q1,986000.0,74.13533834586467
1133,LT,2023-Q2,1247000.0,93.7593984962406
1190,LU,2018-Q1,6322000.0,95.42641509433962
1191,LU,2018-Q2,5793000.0,87.44150943396227
1192,LU,2018-Q3,4768000.0,71.96981132075472
1193,LU,2018-Q4,6449000.0,97.3433962264151
1194,LU,2019-Q1,6461000.0,97.52452830188679
1195,LU,2019-Q2,6239000.0,94.17358490566038
1196,LU,2019-Q3,5690000.0,85.88679245283019
1197,LU,2019-Q4,6625000.0,100.0
1198,LU,2020-Q1,5560000.0,83.9245283018868
1199,LU,2020-Q2,1346000.0,20.316981132075473
1200,LU,2020-Q3,3309000.0,49.947169811320755
1201,LU,2020-Q4,4313000.0,65.10188679245283
1202,LU,2021-Q1,3791000.0,57.22264150943396
1203,LU,2021-Q2,4147000.0,62.59622641509434
1204,LU,2021-Q3,3794000.0,57.26792452830189
1205,LU,2021-Q4,4864000.0,73.4188679245283
1206,LU,2022-Q1,5256000.0,79.33584905660378
1207,LU,2022-Q2,4997000.0,75.42641509433962
1208,LU,2022-Q3,5322000.0,80.33207547169812
1209,LU,2022-Q4,6460000.0,97.50943396226415
1210,LU,2023-Q1,6974000.0,105.26792452830189
